# Program:featureCounts v2.0.3; Command:"featureCounts" "-t" "exon" "-g" "Parent" "-O" "-M" "-a" "references/crassa/2489.all.withOrthoID.gff" "-o" "counts/crassa.featureCounts.tsv" "bams/crassa/SRR4448063.sam" "bams/crassa/SRR4448064.sam" "bams/crassa/SRR751454.cutadapt.sam" "bams/crassa/SRR755946.cutadapt.sam" "bams/crassa/SRR756251.cutadapt.sam" "bams/crassa/SRR756354.cutadapt.sam" "bams/crassa/SRR769610.sam" "bams/crassa/SRR769748.sam" 
Geneid	Chr	Start	End	Strand	Length	bams/crassa/SRR4448063.sam	bams/crassa/SRR4448064.sam	bams/crassa/SRR751454.cutadapt.sam	bams/crassa/SRR755946.cutadapt.sam	bams/crassa/SRR756251.cutadapt.sam	bams/crassa/SRR756354.cutadapt.sam	bams/crassa/SRR769610.sam	bams/crassa/SRR769748.sam
transcript:EAA31099	VI;VI;VI;VI	261963;262574;262930;263873	262507;262870;263794;264555	-;-;-;-	2390	100	72	2	186	167	99	0	0
transcript:EAA31098	VI;VI;VI;VI;VI;VI;VI	264919;265909;266058;266589;266816;266895;267229	265857;266005;266134;266755;266821;267023;268028	-;-;-;-;-;-;-	2215	202	117	18	818	571	451	1	0
transcript:EAA31097	VI;VI;VI	275647;277696;278366	277645;278298;278699	-;-;-	2936	51	56	39	2338	1371	1487	3	0
transcript:EAA31096	VI;VI;VI;VI;VI	280639;281079;282463;282977;283086	280985;282396;282921;283016;283134	-;-;-;-;-	2213	78	38	38	2701	2067	1624	2	0
transcript:NCU14161-1	VI	284475	285136	+	662	1	6	3	244	194	179	0	0
transcript:EAA31095	VI	285666	287913	-	2248	52	27	1	159	129	91	0	0
transcript:EAA31094	VI	288366	290708	-	2343	34	37	0	145	88	88	0	0
transcript:EAA31093	VI;VI	292725;293239	293129;294498	+;+	1665	87	44	4	212	233	158	0	0
transcript:ESA42108	VI	293480	295067	-	1588	91	50	4	152	193	105	0	0
transcript:ESA42109	VI;VI	295271;295706	295545;297256	+;+	1826	63	47	0	138	111	72	0	0
transcript:EAA31092	VI;VI	297190;298607	298510;299370	-;-	2085	100	516	23	623	301	301	0	0
transcript:EAA31091	VI;VI;VI;VI;VI;VI;VI	301673;303111;303660;303878;304137;304305;304504	303061;303562;303815;304082;304248;304427;305929	-;-;-;-;-;-;-	3863	107	84	3	434	372	229	0	0
transcript:ESA42110	VI;VI;VI;VI	309546;310357;313237;313571	310308;313165;313499;315476	-;-;-;-	5741	191	14	75	5773	10	1421	2	0
transcript:ESA42111	VI;VI;VI	309679;313237;313571	313165;313499;313666	-;-;-	3846	121	13	7	3290	7	989	2	0
transcript:EAA28775	VI;VI;VI;VI;VI;VI;VI;VI;VI	314113;314533;316446;317407;317487;317663;318737;319305;319772	314467;315950;317276;317422;317577;318169;319010;319343;320071	+;+;+;+;+;+;+;+;+	3831	77	7	45	2178	6	424	0	0
transcript:EAA30914	VI	324400	325645	+	1246	46	38	5	219	168	128	0	0
transcript:EAA30913	VI;VI	324688;326412	326336;326855	-;-	2093	82	59	5	462	280	339	0	0
transcript:EAA30912	VI;VI	327176;327880	327705;331170	+;+	3821	102	67	15	599	507	307	0	0
transcript:EAA30911	VI;VI	331373;332108	331952;334932	-;-	3405	170	73	9	481	338	297	0	0
transcript:EAA30910	VI;VI	335103;335713	335572;336608	+;+	1366	39	23	3	219	152	146	0	0
transcript:ESA42112	VI	336710	339277	+	2568	47	27	17	650	362	490	0	1
transcript:EAA30908	VI;VI;VI	339390;339702;340444	339639;340351;340932	-;-;-	1389	16	12	5	101	57	70	0	0
transcript:NCU15362-1	VI	342059	342151	+	93	4080	15034	677	1049311	725134	379815	12	12
transcript:EDO65067	VI;VI;VI	342337;343504;344024	343400;343967;344310	-;-;-	1815	17	12	3	166	138	97	0	0
transcript:EAA30900	VI;VI;VI;VI	346218;346516;347316;347858	346436;347254;347790;348122	+;+;+;+	1698	18	12	0	103	69	39	0	0
transcript:EAA30899	VI;VI	348239;349792	349732;349971	-;-	1674	26	31	18	647	427	282	0	0
transcript:EAA30897	VI	352643	353170	-	528	6	6	0	24	19	9	0	0
transcript:EAA30896	VI	355362	357848	+	2487	31	25	3	104	66	63	0	0
transcript:EAA30895	VI	358462	359582	+	1121	35	25	1	37	24	32	0	0
transcript:EAA30891	VI	391604	392299	-	696	7	22	1	763	571	132	0	0
transcript:EAA30892	VI;VI	393877;394423	394346;394853	-;-	901	9	25	2	422	403	136	0	0
transcript:EAA30893	VI;VI;VI;VI;VI	396058;396819;397096;397359;397716	396757;397011;397281;397647;397946	+;+;+;+;+	1599	13	19	2	125	77	76	0	0
transcript:EAA30894	VI;VI	398027;404113	404063;404619	-;-	6544	132	129	110	6466	2739	5696	1	0
transcript:ESA42113	VI;VI;VI	406644;407179;407458	407110;407353;408368	+;+;+	1553	10	32	5	241	181	176	0	0
transcript:ESA42114	VI;VI;VI	408408;409014;409823	408953;409720;409970	+;+;+	1401	17	18	97	2175	745	1997	0	0
transcript:EAA30921	VI	410959	413229	-	2271	28	31	8	229	98	189	0	0
transcript:EAA30922	VI	415557	416596	+	1040	14	16	0	160	69	149	0	0
transcript:EAA30924	VI;VI;VI;VI	421150;421289;421608;422275	421235;421542;422169;422696	+;+;+;+	1324	25	10	18	1033	317	1020	0	0
transcript:EAA30925	VI;VI;VI	423573;424241;424603	424180;424550;425891	-;-;-	2207	97	61	4	214	164	138	0	0
transcript:EAA30926	VI;VI;VI;VI	426227;426555;426648;426738	426480;426594;426664;428022	+;+;+;+	1596	36	27	2	151	126	90	0	0
transcript:EAA30927	VI;VI	428256;428479	428320;428707	+;+	294	2	1	326	17826	6362	16502	0	0
transcript:EAA30928	VI;VI;VI;VI;VI	429844;430279;430483;430798;431147	429907;430426;430625;431079;431472	+;+;+;+;+	963	6	3	98	28650	10815	9281	1	0
transcript:ESA42115	VI;VI	432497;432825	432651;433014	+;+	345	0	2	48	13534	5272	3810	0	1
transcript:EAA30997	VI;VI;VI	446381;447430;447777	447052;447564;447917	+;+;+	948	3	8	148	21849	8664	7133	0	0
transcript:EAA30998	VI;VI;VI	448720;448972;449397	448812;449334;449858	+;+;+	918	20	14	238	61094	29179	21840	0	1
transcript:EAA30999	VI;VI;VI	452915;453188;453461	453138;453206;453610	+;+;+	393	11	7	39	15495	8519	5272	0	0
transcript:EAA31000	VI;VI	453877;454380	453912;454628	-;-	285	1	0	5	5351	3016	1753	0	0
transcript:EAA31001	VI	457146	457943	+	798	20	10	456	23838	9525	5909	1	0
transcript:EAA31002	VI	461122	461748	+	627	5	5	114	28908	8782	24533	0	0
transcript:EAA31003	VI	463190	464497	-	1308	15	11	3	114	85	48	0	0
transcript:ESA42116	VI	465575	466364	-	790	6	10	5	356	189	112	0	0
transcript:ESA42117	VI	467360	467683	-	324	3	2	4	202	47	41	0	0
transcript:EAA31004	VI;VI	467743;467987	467895;468262	+;+	429	4	2	40	2688	889	507	0	0
transcript:EAA31005	VI;VI	473956;474901	474838;476658	+;+	2641	50	520	7	2409	942	1040	0	0
transcript:NCU14162-1	VI;VI;VI	476940;478175;478355	478108;478261;478784	+;+;+	1686	8	16	10	418	495	243	0	1
transcript:NCU15684-1	VI	480559	480674	-	116	12	186	7	1107	472	537	0	0
transcript:ESA42118	VI	482082	483853	-	1772	24	28	6	188	127	91	0	0
transcript:EAA31008	VI	484582	487192	+	2611	65	59	5	246	209	138	0	1
transcript:NCU14163-1	VI;VI	489831;491007	490582;491198	-;-	944	4	11	3	69	36	39	0	0
transcript:NCU14164-1	VI;VI	492038;492747	492688;493527	-;-	1432	31	52	5	127	84	49	0	0
transcript:ESA42119	VI;VI	508922;509560	509159;509949	-;-	628	10	28	3	80	47	32	0	0
transcript:EAA31013	VI;VI	514083;515194	515083;518246	+;+	4054	752	643	24	2275	2091	1323	3	2
transcript:EAA31118	VI;VI;VI	529088;529591;529750	529258;529668;529812	-;-;-	312	10	22	0	50	36	14	0	0
transcript:NCU14165-1	VI;VI	533958;534160	534079;534616	+;+	579	10	35	0	37	33	21	0	0
transcript:EAA31119	VI;VI;VI;VI	534862;536437;538576;538831	536372;538469;538723;539145	-;-;-;-	4007	1363	1826	6	323	187	141	0	0
transcript:EAA31120	VI;VI;VI;VI	540021;541370;541949;542685	541319;541900;542619;543644	-;-;-;-	3461	130	419	9	521	456	305	1	0
transcript:EAA31121	VI;VI;VI;VI;VI;VI	544175;545276;545676;546003;546619;547745	545203;545616;545938;546562;547692;548024	-;-;-;-;-;-	3547	57	65	6	415	411	220	1	0
transcript:EAA31122	VI;VI	549009;550507	550446;550710	-;-	1642	38	20	5	219	166	115	0	0
transcript:EAA31123	VI;VI;VI;VI;VI	551176;551921;552372;552877;553087	551858;552313;552824;553033;553759	+;+;+;+;+	2359	78	83	4	373	438	223	1	0
transcript:EAA31124	VI	553870	555498	-	1629	22	30	1	245	138	97	0	0
transcript:EAA31125	VI;VI;VI;VI	560677;561462;562795;564672	561392;562736;564599;565010	+;+;+;+	4135	90	99	9	366	286	196	0	0
transcript:EAA31126	VI;VI;VI	564912;565576;566181	565517;566121;566863	-;-;-	1835	24	45	12	439	325	167	0	0
transcript:EAA31127	VI;VI;VI	568289;569384;570022	569324;569956;570540	+;+;+	2128	35	90	9	606	515	320	0	0
transcript:ESA42120	VI;VI;VI;VI	571234;571949;573310;574274	571878;573236;573935;574742	+;+;+;+	3028	54	144	8	316	256	165	0	0
transcript:ESA42121	VI;VI;VI;VI	571234;571949;573310;574274	571878;573215;573935;574742	+;+;+;+	3007	54	144	8	316	256	165	0	0
transcript:ESA42122	VI;VI;VI	574929;578326;578516	578270;578470;579388	-;-;-	4360	298	472	88	3457	3656	2251	2	3
transcript:ESA42123	VI;VI	575354;578326	578270;578678	-;-	3270	194	282	67	2157	2146	1422	0	1
transcript:EAA31130	VI;VI	581298;584367	584297;586798	-;-	5432	1124	1021	33	1537	1253	837	2	1
transcript:NCU14166-1	VI	585780	586710	+	931	220	310	5	274	213	143	0	0
transcript:EAA31131	VI	591010	594130	-	3121	135	281	10	410	343	195	1	2
transcript:EAA31132	VI	595198	598779	+	3582	59	64	3	241	171	114	0	0
transcript:NCU15363-1	VI	599048	599119	+	72	55524	59104	20760	125276	32844	44864	384	452
transcript:EAA31133	VI;VI;VI;VI	600632;600994;601970;602838	600939;601351;602745;602883	-;-;-;-	1488	18	29	2	145	93	70	0	0
transcript:EAA31134	VI	603597	605147	+	1551	32	30	0	75	53	32	0	0
transcript:NCU14167-1	VI	610290	611471	+	1182	41	62	2	148	115	101	0	0
transcript:ESA42124	VI;VI	610784;612430	612317;612773	+;+	1878	66	105	6	269	199	153	0	0
transcript:EAA31135	VI;VI;VI	614672;615646;619101	615485;619041;620621	+;+;+	5731	1401	1912	60	2881	2744	1741	5	2
transcript:EAA31136	VI;VI	621664;623251	622998;625302	+;+	3387	195	150	4	391	350	202	0	1
transcript:NCU15364-1	VI	625739	625810	-	72	41889	45192	16083	95088	24760	34104	313	376
transcript:EAA31137	VI	626055	630837	-	4783	186	220	17	841	666	439	0	0
transcript:EAA31139	VI	631192	632841	+	1650	52	49	1	87	60	55	0	0
transcript:EAA31140	VI;VI	631567;633714	633556;634390	-;-	2667	90	74	0	164	114	95	0	0
transcript:EAA31141	VI;VI	634718;636576	636517;638173	+;+	3398	226	190	11	939	839	500	0	0
transcript:EAA31142	VI;VI;VI	638612;639804;640204	639729;639869;641773	+;+;+	2754	99	75	4	167	112	112	0	0
transcript:EAA31143	VI	641821	643585	-	1765	50	33	3	72	37	35	0	0
transcript:ESA42126	VI;VI;VI;VI;VI	644069;644918;645327;645521;645640	644843;645270;645462;645557;647026	-;-;-;-;-	2688	235	148	31	524	481	325	1	0
transcript:ESA42125	VI;VI;VI;VI;VI	644120;644918;645327;645521;645640	644843;645270;645462;645557;646929	-;-;-;-;-	2540	226	146	31	512	468	318	1	0
transcript:EDO65204	VI;VI	647962;650211	650148;650503	-;-	2480	78	42	0	118	113	75	0	0
transcript:EAA31043	VI;VI	652455;653067	653001;653179	-;-	660	9	8	3	41	22	12	0	0
transcript:EAA31044	VI;VI;VI	653582;654920;655618	654839;655556;657867	+;+;+	4145	281	135	11	698	770	419	1	0
transcript:EAA31045	VI;VI	661005;662892	662838;663293	-;-	2236	36	40	4	168	101	70	0	0
transcript:NCU15365-1	VI	663940	664011	-	72	41894	45099	16025	95038	24875	34038	315	379
transcript:ESA42127	VI;VI;VI;VI	664244;668286;668452;669955	668223;668381;669897;670325	-;-;-;-	5893	168	92	8	392	292	209	0	0
transcript:ESA42128	VI;VI;VI	664630;668286;668438	668223;668381;668449	-;-;-	3702	108	59	5	238	183	143	0	0
transcript:EAA31047	VI;VI;VI	670615;671308;672911	671235;672859;675210	+;+;+	4473	146	102	7	383	409	245	0	0
transcript:EAA31048	VI;VI	675077;676190	676070;676905	-;-	1710	29	14	3	151	142	92	0	0
transcript:EAA31049	VI;VI	678362;679971	679883;680001	-;-	1553	20	11	0	44	30	33	0	0
transcript:EAA31050	VI;VI	681958;682971	682667;683765	+;+	1505	103	50	2	139	143	74	0	0
transcript:EAA31051	VI;VI	683635;685206	685139;685707	-;-	2007	127	95	6	171	165	93	0	0
transcript:EAA31052	VI;VI;VI	686051;687378;688274	687325;688221;690059	+;+;+	3905	77	58	8	377	364	226	0	0
transcript:NCU15685-1	VI	690119	690234	-	116	174	340	8	1388	550	602	0	0
transcript:EAA31054	VI;VI	690627;693535	693471;695886	-;-	5197	236	143	2	624	598	377	0	0
transcript:NCU14169-1	VI;VI;VI	699369;699761;700424	699507;700222;700505	-;-;-	683	5	8	1	72	69	38	0	0
transcript:EAA31056	VI;VI;VI;VI;VI;VI	700717;701254;701490;701680;701835;701993	701065;701271;701554;701751;701933;702805	+;+;+;+;+;+	1416	94	59	11	484	349	307	0	0
transcript:EAA31057	VI;VI;VI;VI	702848;704156;704386;704549	703979;704171;704481;705347	+;+;+;+	2043	125	106	1	254	224	131	0	0
transcript:EAA31058	VI;VI;VI	706016;707360;707785	707298;707718;709440	-;-;-	3298	97	43	27	660	540	432	0	0
transcript:EAA31059	VI;VI;VI	710848;712365;712681	712290;712594;712959	-;-;-	1952	97	43	4	278	210	133	0	0
transcript:EDO65205	VI;VI;VI;VI	713246;713671;716878;717052	713581;716796;716982;717853	-;-;-;-	4369	205	100	8	396	364	201	0	1
transcript:EDO65206	VI;VI	718482;720290	720175;720503	-;-	1908	37	18	2	39	46	32	0	0
transcript:EAA31061	VI	720704	722572	+	1869	31	16	2	76	53	37	0	0
transcript:ESA42129	VI	726136	727305	+	1170	22	11	0	55	25	15	0	0
transcript:EAA31062	VI;VI	729014;730330	730261;732141	+;+	3060	134	193	1	313	236	152	0	0
transcript:EAA31063	VI;VI	733063;739666	739585;741591	-;-	8449	586	294	37	1884	1958	1029	4	1
transcript:EAA30980	VI;VI;VI;VI;VI;VI	743194;744587;744779;745731;746765;747285	744502;744719;745674;746705;747157;748256	+;+;+;+;+;+	4678	248	117	18	1254	888	636	0	0
transcript:EAA30981	VI;VI	748860;751405	751321;751764	+;+	2822	85	74	1	491	284	343	0	0
transcript:ESA42130	VI;VI	754901;756242	756182;756558	-;-	1599	140	271	6	441	229	193	0	0
transcript:EAA30983	VI;VI;VI;VI	757123;758747;758898;759387	758688;758822;759324;760380	+;+;+;+	3063	895	2184	39	10309	6345	5284	0	1
transcript:ESA42131	VI	759663	762947	-	3285	741	2057	64	8918	5364	4501	0	1
transcript:ESA42132	VI	760075	762034	-	1960	371	1087	52	4970	3636	2582	0	0
transcript:EAA30985	VI	764344	767410	+	3067	150	198	3	801	408	378	1	0
transcript:EAA30986	VI;VI	767608;768599	768346;770621	+;+	2762	66	70	7	316	243	183	0	0
transcript:ESA42133	VI;VI;VI	770958;773076;773480	773006;773410;774368	-;-;-	3273	198	180	5	814	848	489	0	0
transcript:ESA42134	VI;VI	771491;773076	773006;773404	-;-	1845	150	127	2	462	480	244	0	0
transcript:EAA30988	VI	775011	776407	-	1397	34	23	1	117	82	54	0	0
transcript:EAA30989	VI	776562	778364	+	1803	39	24	0	71	48	36	0	0
transcript:ESA42135	VI	778630	779906	+	1277	17	12	1	39	25	19	0	0
transcript:EAA30990	VI;VI;VI	779811;781144;781989	781078;781924;782352	-;-;-	2413	58	55	10	209	267	131	0	0
transcript:ESA42136	VI	780112	780540	+	429	22	14	2	26	10	12	0	0
transcript:EAA30991	VI;VI	783652;784807	784741;784927	-;-	1211	28	12	4	286	303	166	0	0
transcript:EAA30992	VI;VI	786697;787546	787483;788626	-;-	1868	909	897	10	1286	1308	639	2	0
transcript:EAA30993	VI	789014	790225	+	1212	39	25	4	184	150	96	0	0
transcript:EAA30994	VI;VI;VI;VI;VI	790186;790553;790740;790795;790957	790489;790647;790743;790887;791195	-;-;-;-;-	735	170	136	6	290	324	173	0	0
transcript:EAA30995	VI;VI;VI	791484;792832;792949	792750;792879;796417	+;+;+	4784	265	129	16	661	462	378	1	0
transcript:EAA30996	VI;VI;VI;VI	797663;798720;798863;799143	798517;798789;799083;800983	+;+;+;+	2987	261	239	9	406	312	201	1	0
transcript:EAA31174	VI;VI;VI	802665;803031;806965	802881;806773;808852	+;+;+	5848	599	416	33	1768	1485	1062	0	0
transcript:EAA31175	VI	809549	812416	+	2868	76	79	0	148	86	80	0	0
transcript:EAA31176	VI;VI;VI	812728;814242;814684	814188;814620;817147	+;+;+	4304	69	108	7	614	428	371	0	0
transcript:EAA31177	VI;VI;VI	817107;819094;819261	819035;819199;819460	-;-;-	2235	72	56	2	229	138	120	1	0
transcript:EAA31178	VI;VI;VI	819636;819897;820234	819821;820026;821163	+;+;+	1246	28	15	0	77	75	44	0	0
transcript:EAA31179	VI;VI;VI	820098;822993;823123	822913;823027;823497	-;-;-	3226	83	82	3	332	292	151	0	0
transcript:ESA42137	VI;VI;VI	823844;824659;826519	824597;826463;827065	+;+;+	3106	152	124	5	521	473	389	0	0
transcript:ESA42138	VI;VI;VI	823844;824662;826519	824597;826463;827065	+;+;+	3103	152	124	5	521	473	389	0	0
transcript:ESA42140	VI;VI;VI;VI	827066;827796;828731;828821	827699;828444;828753;829251	+;+;+;+	1737	90	41	3	84	65	63	0	0
transcript:ESA42139	VI;VI;VI;VI	827319;827796;828731;828821	827699;828444;828753;829203	+;+;+;+	1436	65	41	3	73	57	48	0	0
transcript:ESA42141	VI;VI;VI	827319;827796;828731	827699;828444;829203	+;+;+	1503	67	41	3	79	59	49	0	0
transcript:ESA42142	VI;VI	827594;827796	827699;828448	+;+	759	23	20	0	49	35	29	0	0
transcript:ESA42143	VI;VI	831892;834486	834407;834829	+;+	2860	43	49	14	1701	1436	935	2	0
transcript:ESA42144	VI;VI	832525;834486	834407;834829	+;+	2227	28	30	13	1213	980	685	1	0
transcript:EDO65208	VI;VI;VI;VI;VI	835119;835384;836877;837187;837939	835300;836816;837127;837885;840359	+;+;+;+;+	4986	219	83	7	561	604	342	0	1
transcript:EAA31184	VI;VI;VI	844280;845203;846249	845094;846184;846470	-;-;-	2019	74	45	3	188	225	121	0	0
transcript:EAA31185	VI	846664	850192	-	3529	179	90	14	485	546	297	0	1
transcript:EAA31186	VI;VI;VI	850962;852912;853073	852838;853003;853489	-;-;-	2386	120	58	9	1101	967	590	0	1
transcript:EAA31187	VI;VI;VI	854430;854813;855692	854718;855597;856333	-;-;-	1716	46	39	2	332	400	245	1	0
transcript:EAA31188	VI;VI	859364;860824	860771;862566	+;+	3151	70	23	3	161	138	132	0	0
transcript:EAA31189	VI;VI	862886;863908	863849;866709	-;-	3766	319	186	15	660	753	385	0	0
transcript:EAA31190	VI;VI;VI;VI	868844;869683;869980;870470	869601;869900;870421;873065	+;+;+;+	4014	117	48	2	409	298	324	0	0
transcript:EAA31191	VI;VI	873510;875196	875129;876079	-;-	2504	52	46	0	272	182	204	0	1
transcript:ESA42146	VI;VI	877350;877854	877753;878698	-;-	1249	36	19	2	135	129	82	0	1
transcript:ESA42145	VI;VI	877350;877854	877753;878844	-;-	1395	38	19	2	142	131	87	0	1
transcript:EAA31193	VI;VI;VI;VI	879199;880061;880535;880759	879995;880440;880560;880994	-;-;-;-	1439	50	28	1	185	199	121	0	0
transcript:EAA31194	VI;VI;VI	881322;881722;882007	881355;881897;882303	+;+;+	507	6	5	0	33	22	21	0	0
transcript:EAA31195	VI;VI;VI	885093;885708;885827	885651;885767;887277	+;+;+	2070	34	40	19	1216	1918	1213	0	0
transcript:EAA31196	VI;VI	889041;890011	889896;891300	+;+	2146	104	55	1	191	191	149	0	0
transcript:ESA42147	VI;VI;VI	891711;894200;895220	894131;895112;895789	+;+;+	3904	231	157	11	672	553	411	0	1
transcript:ESA42148	VI;VI;VI	892120;894200;895220	894131;895112;895789	+;+;+	3495	223	148	10	644	539	388	0	1
transcript:ESA42149	VI;VI;VI;VI	892594;893262;894200;895220	893174;894131;895112;895789	+;+;+;+	2934	215	147	10	625	517	379	0	1
transcript:ESA42150	VI;VI;VI;VI	892594;893262;894200;895220	893102;894131;895112;895789	+;+;+;+	2862	215	146	10	621	515	377	0	1
transcript:NCU14170-1	VI	896767	898053	+	1287	22	32	3	133	135	83	0	0
transcript:ESA42151	VI;VI;VI;VI	898370;899765;900494;901010	899706;900367;900941;901978	+;+;+;+	3357	106	61	4	412	390	224	0	0
transcript:ESA42152	VI;VI;VI	899608;900494;901010	900367;900941;901925	+;+;+	2124	75	40	0	297	268	161	0	0
transcript:EAA31199	VI;VI;VI;VI	902542;903879;904112;904367	903800;904017;904242;904978	-;-;-;-	2141	73	34	15	270	274	155	0	0
transcript:EAA31200	VI;VI	907088;908103	908041;909181	-;-	2033	43	45	4	105	77	46	0	0
transcript:EAA31201	VI	909621	911630	-	2010	54	14	1	86	84	41	0	0
transcript:NCU15366-1	VI	911860	911931	-	72	3361	11391	0	6650	3398	2436	0	0
transcript:EAA31202	VI;VI	911974;912647	912566;913950	-;-	1897	30	25	2	58	47	32	0	0
transcript:EAA31203	VI	913997	916554	-	2558	135	72	2	203	199	110	0	0
transcript:EAA31204	VI;VI;VI;VI	917588;918502;918783;919513	918438;918728;919452;921135	+;+;+;+	3371	182	95	5	480	451	230	0	0
transcript:EAA31205	VI;VI;VI;VI;VI	921426;921791;921933;922027;922792	921710;921860;921961;922722;923105	+;+;+;+;+	1394	80	33	1	170	152	100	1	0
transcript:EAA31206	VI	924518	926660	-	2143	27	14	1	150	132	91	0	0
transcript:EAA31207	VI;VI	928326;929947	929875;930437	-;-	2041	35	17	3	118	86	57	0	0
transcript:EAA31208	VI;VI;VI;VI;VI;VI	931004;931357;931729;932002;932159;932678	931300;931676;931816;932106;932625;932717	-;-;-;-;-;-	1317	15	7	0	48	54	44	0	0
transcript:EAA31209	VI;VI;VI;VI;VI	934771;934968;935190;936286;936500	934897;935110;936190;936413;936534	+;+;+;+;+	1434	13	5	0	83	39	59	0	0
transcript:ESA42153	VI;VI;VI	936864;937162;937279	936870;937207;937990	+;+;+	765	3	4	1	10	9	11	0	0
transcript:ESA42154	VI;VI	939809;941790	941706;942755	-;-	2864	58	28	0	193	121	117	0	0
transcript:ESA42155	VI	942975	944147	-	1173	7	7	1	280	88	103	0	0
transcript:EAA31145	VI	944916	945239	-	324	7	2	1	15	4	6	0	0
transcript:ESA42157	VI;VI	946249;947271	947205;947795	-;-	1482	17	22	1	214	63	102	0	0
transcript:ESA42156	VI;VI;VI;VI	946249;947271;947802;947975	947205;947740;947884;948132	-;-;-;-	1668	21	23	1	227	70	114	0	0
transcript:EAA31147	VI;VI	948327;949889	949822;951606	-;-	3214	89	34	6	207	196	139	1	1
transcript:EAA31148	VI	952644	953660	+	1017	15	9	0	14	14	7	0	0
transcript:EAA31149	VI;VI;VI	955744;960481;960764	960415;960582;961340	+;+;+	5351	1111	371	9	1375	1311	811	3	2
transcript:EAA31150	VI;VI;VI	961734;964043;964686	963991;964632;967229	+;+;+	5392	138	125	10	266	206	145	1	0
transcript:NCU14171-1	VI;VI;VI	972425;972771;973066	972699;973000;973150	-;-;-	590	19	17	0	41	31	18	0	0
transcript:EAA31153	VI;VI;VI	975071;977347;977897	977272;977505;979857	-;-;-	4322	190	181	9	826	602	517	0	0
transcript:NCU14172-1	VI	985117	986257	+	1141	249	1166	1	287	172	120	0	0
transcript:EAA31155	VI;VI;VI	989507;989887;990100	989831;989953;991477	+;+;+	1770	44	40	3	167	148	79	0	0
transcript:EAA31157	VI;VI;VI	994869;996978;1000395	996900;1000307;1001345	+;+;+	6313	161	171	11	669	705	378	1	0
transcript:NCU15367-1	VI	1002070	1002180	+	111	76255	43294	665	488581	217346	184542	93	92
transcript:ESA42158	VI;VI	1002426;1003352	1003233;1005061	+;+	2518	70	47	5	268	184	144	0	0
transcript:EAA31160	VI;VI;VI;VI;VI;VI	1006651;1007659;1007848;1007968;1008062;1008198	1007596;1007745;1007877;1007978;1008084;1008331	-;-;-;-;-;-	1231	35	28	3	127	147	57	0	0
transcript:EAA31161	VI	1009514	1015141	+	5628	204	124	15	635	669	365	1	0
transcript:EAA31163	VI;VI;VI	1017917;1018841;1018982	1018769;1018924;1022176	+;+;+	4132	187	143	15	1194	1107	741	0	0
transcript:EAA31164	VI;VI;VI;VI;VI;VI	1022784;1023533;1023770;1024651;1024777;1025087	1023473;1023693;1024594;1024723;1024992;1026751	+;+;+;+;+;+	3630	198	214	6	497	442	317	0	0
transcript:ESA42159	VI	1026819	1028705	-	1887	38	34	4	265	267	166	0	0
transcript:ESA42160	VI;VI	1030035;1030522	1030328;1031447	-;-	1220	12	21	5	265	238	131	0	0
transcript:ESA42161	VI;VI;VI	1032206;1033271;1033626	1033117;1033555;1034760	+;+;+	2332	307	197	8	560	444	309	0	0
transcript:ESA42162	VI;VI;VI	1032528;1033271;1033626	1033117;1033555;1034760	+;+;+	2010	297	186	7	545	433	300	0	0
transcript:EAA31167	VI;VI;VI	1034328;1034990;1035239	1034915;1035130;1036552	-;-;-	2043	257	158	9	423	312	212	0	0
transcript:EAA31168	VI	1037055	1038562	+	1508	28	32	2	160	117	89	0	0
transcript:EAA31170	VI	1048061	1051613	+	3553	447	526	21	1794	1450	928	0	0
transcript:EAA31171	VI;VI;VI;VI;VI	1056568;1057430;1058387;1059924;1060077	1057347;1058334;1059622;1060019;1061741	-;-;-;-;-	4682	129	266	3	939	705	471	1	0
transcript:EAA31173	VI;VI;VI;VI;VI;VI;VI	1066790;1067058;1067190;1067320;1067865;1068962;1069096	1067005;1067129;1067263;1067809;1068864;1069029;1069860	+;+;+;+;+;+;+	2685	57	61	96	8088	3398	4895	11	7
transcript:EAA30881	VI;VI;VI	1089085;1090018;1090787	1089935;1090702;1091540	-;-;-	2290	165	48	5	164	208	112	0	0
transcript:EAA30882	VI;VI	1091764;1092560	1092500;1093868	+;+	2046	33	20	3	121	71	50	0	0
transcript:EAA30883	VI	1094734	1095372	+	639	4	7	2	75	82	47	0	0
transcript:EAA30884	VI	1096702	1098027	+	1326	26	12	3	177	205	83	0	0
transcript:NCU15368-1	VI	1098584	1098672	-	89	28632	38140	11	46355	29113	21265	135	104
transcript:EAA30885	VI;VI;VI;VI	1100700;1101314;1101490;1102423	1101251;1101423;1102367;1103595	+;+;+;+	2713	201	50	4	265	172	146	0	0
transcript:EAA30886	VI	1104025	1105494	+	1470	33	26	2	184	148	66	3	0
transcript:EAA30887	VI;VI	1106713;1107113	1107044;1108156	+;+	1376	16	7	0	70	49	45	0	0
transcript:EAA30888	VI;VI	1108627;1110147	1110085;1111319	-;-	2632	43	25	2	625	280	333	0	0
transcript:EAA30889	VI;VI	1111672;1112669	1112582;1113628	+;+	1871	41	19	1	157	100	91	0	1
transcript:EAA30890	VI	1114963	1118731	-	3769	119	50	2	308	290	196	0	0
